intersection_key,road_key,ก่อนโควิด,โควิด,หลังโควิด
BRT สถานีสาทร,นราธิวาสราชนครินทร์,0,0,3
YMCA,ศาลาแดง,3,0,0
YMCA,สาทร,3,0,0
ก.ม. 8,ซ.รามอินทรา 73,3,0,0
ก.ม. 8,ซอยรามอินทรา 73,3,0,0
ก.ม. 8,นวมินทร์,6,0,0
ก.ม. 8,รามอินทรา,6,0,0
กทม.1,ดินสอ,0,0,3
กทม.1,มหรรณพ,0,0,3
กม. 8,นวมินทร์,0,0,3
กม. 8,รามอินทรา,0,0,3
กม. 8,รามอินทรา 73,0,0,3
กม.8,นวมินทร์,0,0,3
กม.8,รามอินทรา,0,0,3
กม.8,รามอินทรา 73,0,0,3
กรมพลาธกิารทหารอากาศ,ซอยพลโยธนิ 54/1,0,3,0
กรมพลาธกิารทหารอากาศ,ทางเข้าพลาธิการ ทอ.,0,3,0
กรมพลาธกิารทหารอากาศ,พหลโยธิน,0,3,0
กรมพลาธิการทหารอากาศ,ทางเข้ากรมพลาธิการฯ,0,0,3
กรมพลาธิการทหารอากาศ,พหลโยธิน,0,0,2
กรมพลาธิการทหารอากาศ,พหลโยธิน 54/1,0,0,3
กรมศุลกากร,สุนทรโกษา,6,3,0
กรมศุลกากร,อาจณรงค์,6,3,0
กรมศุลกากร,เกษมราษฎร์,6,3,0
กระทรวงแรงงาน,มิตรไมตรี,3,0,0
กระทรวงแรงงาน,มิตรไมตรี 1,3,0,0
กรุงธนบุรี,กรุงธนบุรี,0,0,3
กรุงธนบุรี 6,กรุงธนบุรี,0,0,3
กรุงธนบุรี 6,กรุงธนบุรี 6,0,0,3
กรุงธนบุรีเหนือ,กรุงธนบุรี,0,0,6
กรุงธนบุรีเหนือ,เจริญนคร,0,0,6
กรุงธนบุรีใต้,กรุงธนบุรี,0,0,6
กรุงธนบุรีใต้,เจริญนคร,0,0,6
กรุงเทพกรีฑา,กรุงเทพกรีฑา,3,3,0
กรุงเทพกรีฑา,ศรีนครินทร์,3,3,0
กรุงเทพกรีฑา,หัวหมาก,3,3,0
กรุงเทพกรีฑา - ศรีนครินทร์ร่มเกล้า,ซอยกรุงเทพกรีฑา 7,0,0,3
กรุงเทพกรีฑา - ศรีนครินทร์ร่มเกล้า,ถนนกรุงเทพกรีฑา (EB),0,0,3
กรุงเทพกรีฑา - ศรีนครินทร์ร่มเกล้า,ถนนกรุงเทพกรีฑา (NB),0,0,3
กรุงเทพกรีฑา - ศรีนครินทร์ร่มเกล้า,ถนนศรีนครินทร์-ร่มเกล้า,0,0,3
กรุงเทพกรีฑา - หมู่บ้านนักกีฬาแหลมทอง,กรุงเทพกรีฑา,0,0,3
กรุงเทพกรีฑา - หมู่บ้านนักกีฬาแหลมทอง,หมู่บ้านนักกีฬาแหลมทอง,0,0,3
กรุงเทพกรีฑา 20,กรุงเทพกรีฑา,0,0,6
กรุงเทพกรีฑา 20,กรุงเทพกรีฑา 20,0,0,6
กรุงเทพกรีฑา 20,กรุงเทพกรีฑา 37,0,0,6
กลางซอยแบริ่ง,แบริ่ง,0,0,3
กลางซอยแบริ่ง,แบริ่งลาซาล,0,0,3
กล้วยน้ำไท,กล้วยน้ำไท,0,0,3
กล้วยน้ำไท,กล้วยน้ำไทตัดใหม่,3,3,0
กล้วยน้ำไท,พระรามที่ 4,3,0,3
กล้วยน้ำไท,พระรามที่4,0,3,3
กล้วยน้ำไท,รัชดาภิเษก,0,0,3
กล้วยน้ำไท,เทียมร่วมมิตร,0,0,3
กษัตริย์ศึก,กรุงเกษม,6,0,9
กษัตริย์ศึก,บำรุงเมือง,6,0,9
กษัตริย์ศึก,พระรามที่ 1,0,0,3
กองบัญชาการกองทัพบก,ประชาธิปไตย,0,0,3
กาญจนาภิเษก - กัลปพฤกษ์,กัลปพฤกษ์,0,0,3
กาญจนาภิเษก - กัลปพฤกษ์,กาญจนาภิเษก,0,0,3
กาญจนาภิเษก 5/1,กาญจนาภิเษก 5/1,0,0,3
กาญจนาภิเษก 5/1,คู่ขนานกาญจนาภิเษก(มอเตอร์เวย์ 9),0,0,3
กาญจนาภิเษก 6,กาญจนาภิเษก 6,0,0,3
กาญจนาภิเษก 6,คู่ขนานกาญจนาภิเษก(มอเตอร์เวย์ 9),0,0,3
การสื่อสาร,แจ้งวัฒนะ,0,0,3
การสื่อสาร,แจ้งวัฒนะ 7,0,0,3
การเคหะ,ซอยนวมินทร์ 51,3,0,0
การเคหะ,นวมินทร์,3,0,3
การเคหะ,นวมินทร์ 51,0,0,3
การเคหะ,ศรีบูรพา,3,0,3
การเรือน,นครราชสีมา,0,0,6
การเรือน,ราชวิถี,3,3,9
การเรือน,ราชสีมา,3,3,3
การไฟฟ้าชิดลม,ชิดลม,3,0,0
กำนันธารทิพย์,พุทธบูชา,0,0,6
กำนันธารทิพย์,พุทธบูชา 36,0,0,6
กำนันธารทิพย์,พุทธบูชา 39,0,0,6
กำนันแม้น,ซอยเทอดไท 86,3,0,0
กำนันแม้น,ศาลธนบุรี,3,0,0
กำนันแม้น,เทอดไท,3,0,0
กำแพงเพชร,กำแพงเพชร,6,3,12
กำแพงเพชร,ซ.พหลโยธิน 18,3,0,0
กำแพงเพชร,ซอนพหลโยธิน 18,3,0,0
กำแพงเพชร,ซอยพหลโยธิน 18,0,3,0
กำแพงเพชร,พหลโยธิน,6,3,12
กำแพงเพชร,พหลโยธิน 18,0,0,12
กำแพงเพชร 2,กำแพงเพชร,0,0,3
กำแพงเพชร 2,กำแพงเพชร 2,0,3,3
กำแพงเพชร 5-ระนอง 1 - พระรามที่ 6 ซ.37,กำแพงเพชร 5,0,3,0
กำแพงเพชร 5-ระนอง 1 - พระรามที่ 6 ซ.37,พระรามที่ 6 ซ.37,0,3,0
กำแพงเพชร 5-ระนอง 1 - พระรามที่ 6 ซ.37,ระนอง 1,0,3,0
กำแพงเพชร 6 ซ.5 แยก 2,กำแพงเพชร 6 ซ.5,0,0,3
กำแพงเพชร 6 ซ.5 แยก 2,กำแพงเพชร 6 ซ.5 แยก 2,0,0,3
กำแพงเพชร 6 ซ.5 แยก 2,ส่วนบุคคล,0,0,3
ก่อนเข้าทางด่วน,สุขุมวิท 62,0,0,3
ขัตติยานี,พิชัย,3,3,9
ขัตติยานี,สุโขทัย,3,3,9
ข้างวังสวนจิตรลดา,สวรรคโลก,3,0,0
ข้างวัดบวรนิเวศน์,บวรนิเวศน์,3,0,0
ข้างศาลาว่าการกรุงเทพมหานคร,ดินสอ,6,0,0
ข้างสวนดุสิต,พระรามที่ 5,3,0,0
ข้ามหน้าโรงเรียนมัธยมวัดบึงทองห,ลาดพร้าว 101,3,0,0
ข้าวหลาม - เจริญกรุง,เจริญกรุง,0,0,3
ค.ป.อ.,จันทรุเบกษา,0,3,6
ค.ป.อ.,ธูปเตมีย์,0,3,6
ค.ป.อ.,พหลโยธิน,0,3,6
คนข้ามบริเวณหมู่บ้านมณฑล 3,พุทธมณฑลสาย 3,3,0,0
ครุใน,ครุใน,0,0,3
ครุใน,ประชาอุทิศ,0,0,3
คลองตัน,พัฒนาการ,6,3,6
คลองตัน,รามคำแหง,6,3,5
คลองตัน,สุขุมวิท,0,0,3
คลองตัน,สุขุมวิท 71,6,3,3
คลองตัน,เพชรบุรี,6,3,5
คลองประปา,ประชาชื่น,3,3,3
คลองประปา,เลียบคลองประปา,3,3,3
คลองประปา,แจ้งวัฒนะ,3,3,3
คลองประปา – ซอยข้าง รร.เซนต์ฟรังซีสเซเวียร์,ข้างร.ร.เซนฟรังซีสเซเวียร์,0,0,3
คลองประปา – ซอยข้าง รร.เซนต์ฟรังซีสเซเวียร์,เลียบคลองประปา,0,0,3
คลองประปา – ซอยหมู่บ้านเพชรวัฒนะ,หมู่บ้านเพชรวัฒนะ,0,0,3
คลองประปา – ซอยหมู่บ้านเพชรวัฒนะ,เลียบคลองประปา,0,0,3
คลองสาน,ลาดหญ้า,9,3,12
คลองสาน,สมเด็จเจ้าพระยา,9,3,12
คลองสาน,เจริญนคร,9,3,12
คลองเตย,พระรามที่ 4,6,3,11
คลองเตย,สุนทรโกษา,6,3,11
คลังน้ำมัน,กำแพงเพชร 6,0,3,0
คลังน้ำมัน,เชิงวุฒากาศ,0,3,0
คอกวัว,ตะนาว,6,3,6
คอกวัว,ราชดำเนินกลาง,6,3,6
คุ้มเกล้า 16,คุ้มเกล้า,0,3,0
คู่ขนานวงแหวนตะวันออก-จตุโชติ,คู่ขนานวงแหวนตะวันออก,0,0,3
คู่ขนานวงแหวนตะวันออก-จตุโชติ,จตุโชติ,0,0,3
คู้คลองสิบซอย 7,คู้คลองสิบ,0,3,0
คู้บอน,ซอยคู้บอน,0,3,0
คู้บอน,รามอินทรา,0,3,0
คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,คู้บอน,0,0,6
คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,พระยาสุเรนทร์,0,0,6
คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,เลียบคลองสอง,0,0,6
คู้บอน - พระยาสุเรนท์,คู้บอน,0,3,0
คู้บอน - พระยาสุเรนท์,พระยาสุเรนทร์,0,3,0
คู้บอน - พระยาสุเรนท์,เลียบคลองสอง,0,3,0
คู้บอน 6,คู้บอน,0,0,3
คู้บอน 6,คู้บอน 6,0,0,3
จ.ป.ร,จักรพรรดิพงษ์,3,0,0
จ.ป.ร,ราชดำเนฉินนอก,3,0,0
จ.ป.ร.,จักรพรรดิพงษ์,0,3,6
จ.ป.ร.,ราขดำเนินนอก,0,0,3
จ.ป.ร.,ราชดำเนินนอก,0,0,3
จ.ป.ร.,ราชดําเนินนอก,0,3,0
จ.ป.ร.,วิสุทธิ์กษัตริย์,0,0,3
จตุโชติ,จตุโชติ,0,0,3
จตุโชติ,สุขาภิบาล 5,0,0,3
จปร.,ถนนจักรพรรดิพงษ์,0,0,3
จปร.,ถนนราชดำเนินนอก,0,0,2
จปร.,ถนนวิสุทธิกษัตริย์,0,0,3
จรัญสนิทวงศ์ - สุทธาวาส,จรัญสนิทวงศ์,0,0,3
จรัญสนิทวงศ์ - สุทธาวาส,สุทธาวาส,0,0,3
จรัญสนิทวงศ์ - สุทธาวาส,เลียบทางรถไฟตลิ่งชัน,0,0,3
จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์,0,0,6
จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์ 35,0,0,6
จรัญสนิทวงศ์31/1,จรัญสนิทวงศ์,3,0,0
จรัญสนิทวงศ์31/1,ซอยจรัญสนิทวงศ์ 31/1,3,0,0
จอมทอง,จอมทอง,3,3,9
จอมทอง,วุฒากาศ,3,3,9
จอมทอง,เอกชัย,0,0,6
จักรพรรดิพงษ์,จักรพรรดิพงษ์,6,3,9
จักรพรรดิพงษ์,นครสวรรค์,6,3,9
จันทน์ - นราธิวาส,จันทน์,3,6,9
จันทน์ - นราธิวาส,นราธิวาสราชนครินทร์,0,6,6
จันทน์ - นราธิวาส,นราธิวาสฯ,3,0,3
จันทน์ - เจริญราษฎร์,จันทน์,6,3,9
จันทน์ - เจริญราษฎร์,เจริญราษฎร์,3,3,9
จันทน์ - เจริญราษฎร์,เจริญูราษฎร์,3,0,0
จันทน์ - เซ็นหลุยส์,จันทน์,0,0,3
จันทน์ - เซ็นหลุยส์,พระแม่มารี,0,0,3
จันทน์ - เซ็นหลุยส์,เซ็นหลุยส์,0,0,3
จันทน์- นราธิวาส,นราธิวาสราชนครินทร์,1,0,0
จันทน์- นราธิวาส ก.,จันทน์,3,0,0
จันทน์- นราธิวาส ก.,นราธิวาสราชนครินทร์,2,0,0
จันทิมา,ลาดพร้าว,0,0,6
จันทิมา,ลาดพร้าว 80,0,0,6
จารุเมือง - จรัสเมือง,จรัสเมือง,0,0,3
จารุเมือง - จรัสเมือง,จารุเมือง,0,0,3
จารุเมือง - จรัสเมือง,พระรามที่ 6,0,0,3
จุดกลับรถการประปา สาขาสุวรรณภูมิ,หลวงแพ่ง,0,0,3
จุดกลับรถก่อนถึงทางเข้าหน้าวัดหนองผักชี (ใกล้ชุมชนระเบียงทอง3),รัตนโกสินทร์สมโภชน์,3,0,0
จุดกลับรถซอยเทียนทะเล 1,เทียนทะเล,3,0,0
จุดกลับรถซอยเทียนทะเล 11,เทียนทะเล,3,0,0
จุดกลับรถถนนลาดพร้าว (ใต้ทางด่วนฉลองรัช),ลาดพร้าว,0,0,3
จุดกลับรถบางขุนเทียน 14,บางขุนเทียนชายทะเล,6,0,0
จุดกลับรถปากซอยอ่อนนุช 59,อ่อนนุช,0,0,3
จุดกลับรถปากซอยอ่อนนุช 59,อ่อนนุช 59,0,0,3
จุดกลับรถศรีนครินทร์หน้าเต็นท์รถเอพี,ศรีนครินทร์,0,0,3
จุดกลับรถหน้าวัดหนองผักชี,รัตนโกสินทร์สมโภชน์,3,0,0
จุดกลับรถหน้าโชว์รูมฟอรด์ใกล้ชอยลาดกระบัง1/5,ลาดกระบัง,3,0,0
จุดกลับรถหน้าไปรษณีย์บางบอน,ประชาอุทิศ,0,0,1
จุดกลับรถหน้าไปรษณีย์บางบอน,เอกชัย,0,0,3
จุดกลับรถเพชรเกษม 98,เพชรเกษม,0,0,3
จุดกลับรถแอมคาร์ออดิโอ,หลวงแพ่ง,0,0,3
จุดกลับรถใกล้ซอยพัฒนาการ 89,พัฒนาการ,0,0,3
จุดกลับรถใกล้โฮมโปร พระราม 9,พระราม 9,0,0,3
จุดตัดถนนบางระมาด - กาญจนาภิเษก,วัดอินทราวาส,3,0,0
จุดตัดถนนราชพฤกษ์,วัดอินทราวาส,6,0,0
จุดตัดถนนลาดพร้าวกับถนนประดิษฐ์มนูธรรม,ลาดพร้าว,0,0,3
จุดตัดบางระมาด - กาญจนาภิเษก,บางระมาด,3,0,0
จุดตัดพุทธมณฑลสาย 1,วัดอินทราวาส,6,0,0
จุฬา 12,จุฬา 12,0,0,6
จุฬา 12,จุฬา 62,0,0,3
จุฬา 12,ซอยจุฬา 12,3,0,0
จุฬา 12,ทางเข้า - ออก ม.จุฬา,3,0,0
จุฬา 12,ทางเข้าจุฬาฯ,0,0,3
จุฬา 12,พญาไท,3,0,6
ฉลองกรุง 42,ฉลองกรุง,0,0,3
ฉลองกรุง 42,ฉลองกรุง 42,0,0,3
ชักพระ,ชักพระ,0,0,3
ชักพระ,ชัยพฤกษ์,0,0,3
ชิดลม,ชิดลม,3,0,3
ชิดลม,ซ.ชิดลม,3,0,0
ชิดลม,เพลินจิต,6,0,3
ชุมชนพัฒนาล็อค 4-5-6,ทางขึ้นทางด่วน,3,0,0
ชุมชนพัฒนาล็อค 4-5-6,ทางชุมชนพัฒนาล็อค 4-5-6,3,0,0
ชุมชนพัฒนาล็อค 4-5-6,อาจณรงค์,3,0,0
ชุมชนสวัสดิการหนองแขม,สวัสดิการ 1,0,0,3
ช่างอากาศอุทิศ - เชิดวุฒากาศ,ช่างอากาศอุทิศ,0,0,3
ช่างอากาศอุทิศ - เชิดวุฒากาศ,เชิดวุฒากาศ/กำแพงเพชร,0,0,3
ซอยกรุงเทพกรีฑา 20,กรุงเทพกรีฑา,3,0,0
ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 20,3,0,0
ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 37,3,0,0
ซอยคู้บอน 34,คู้บอน,0,0,3
ซอยจรัญสนิทวงศ์ 3,จรัญสนิทวงศ์,3,0,0
ซอยจรัญสนิทวงศ์ 3,ซอยจรัญสนิทวงศ์,3,0,0
ซอยจรัญฯ 94,จรัญสนิทวงศ์,0,3,0
ซอยจันทน์ 15/1,จันทน์,0,3,0
ซอยทวีวัฒนา 9,ซอยทวีวัฒนา 9,0,3,0
ซอยทวีวัฒนา 9,ทวีวัฒนา,0,3,0
ซอยทองหล่อ 13,ทองหล่อ,3,0,0
ซอยทองหล่อ 23,ทองหล่อ,3,0,0
ซอยทองหล่อ 25,ทองหล่อ,3,0,0
ซอยทองหล่อ 3,ทองหล่อ,3,0,0
ซอยนราธิวาส 10 แยก 18,นราธิวาสฯ ซอย 8,0,0,3
ซอยนราธิวาสฯ 20,นราธิวาสราชนครินทร์,0,3,0
ซอยนราธิวาสฯ 24,นราธิวาสราชนครินทร์,0,3,0
ซอยนราธิวาสฯ 9,นราธิวาสราชนครินทร์,0,3,0
ซอยพระราม 3 ซ.68,พระรามที่ 3,0,3,0
ซอยพร้อมจิตร,ซอยพร้อมจิตร,0,0,3
ซอยพร้อมพงษ์,ซอยพร้อมพงษ์,0,0,3
ซอยพหลโยธิน 15,พหลโยธิน,0,3,0
ซอยพหลโยธิน 18/2,พหลโยธิน,0,3,0
ซอยพหลโยธิน 52 แยก 48,เทพารักษ์,3,0,0
ซอยพหลโยธิน52แยก48,เทพรักษ์,3,0,0
ซอยพัฒนาการ 30,พัฒนาการ,0,0,3
ซอยพัฒนาการ 30,พัฒนาการ 30,0,0,3
ซอยพุทธบูชา 38,พุทธบูชา,0,0,3
ซอยพุทธบูชา 40 และ 42,พุทธบูชา,0,0,3
ซอยพุทธบูชา 43,พุทธบูชา,0,0,3
ซอยพุทธบูชา 44 และ 44/1,พุทธบูชา,0,0,3
ซอยมาเจริญ 3,มาเจริญ,0,0,3
ซอยรัชดา 30,รัชดาภิเษก,0,3,0
ซอยรัชดาภิเษก 14,รัชดาภิเษก,0,3,0
ซอยรัชดาภิเษก 3,รัชดาภิเษก,0,3,0
ซอยรัชดาภิเษก 9,รัชดาภิเษก,0,3,0
ซอยรางน้ำ,พญาไท,0,3,0
ซอยราชปรารภ 3,ราชปรารภ,0,3,0
ซอยราชวิถี6,ราชวิถี,0,3,0
ซอยรามบุตรี,จักรพงษ์,0,0,3
ซอยวชิรธรรมสาธิต 6,สุขุมวิท 101/1,0,0,3
ซอยวัดสุคันธาราม,ซอยวัดสุคันธาราม,0,3,0
ซอยวัดสุคันธาราม,สวรรคโลก,0,3,0
ซอยสมเด็จพระเจ้าตากสิน 19,สมเด็จพระเจ้าตากสิน,0,3,0
ซอยสวัสดี,ซอยสวัสดี,0,0,3
ซอยสุขุมวิท 2,สุขุมวิท,0,0,3
ซอยสุขุมวิท 2,สุขุมวิท 2,0,0,3
ซอยหัวหมาก 21 และ 23,หัวหมาก,3,0,0
ซอยหัวหมาก 25,หัวหมาก,3,0,0
ซอยอรุณมักกินนอน,วิทยุ,0,0,3
ซอยอรุณมักกินนอน,อรุณมักกินนอน,0,0,3
ซอยอ่อนนุช 65,อ่อนนุช,0,0,3
ซอยอ่อนนุช 65,อ่อนนุช 65,0,0,3
ซอยเจริญกรุง 61,เจริญกรุง,0,3,0
ซอยเจริญกุง 33,เจริญกรุง,0,0,3
ซอยเฉลิมพระเกียรติ ร.9 67,เฉลิมพระเกียรติ ร.9,0,0,3
ซอยเชื่อมสัมพันธ์ 19/1,เชื่อมสัมพันธ์,0,0,3
ซอยเทอดไท 21,ราชพฤกษ์,0,3,0
ซอยเทียนทะเล 2,บางขุนเทียน - ชายทะเล,0,0,3
ซอยเทียนทะเล 22,บางขุนเทียน-ชายทะเล,0,0,2
ซอยเทียนทะเล 22,เทียนทะเล 22,0,0,3
ซอยเทียนทะเล 23,บางขุนเทียน - ชายทะเล,0,0,3
ซอยเพชรบุรี 27,เพชรบุรี,0,3,0
ซอยเอกชัย 15,เอกชัย,0,0,3
ซังฮี้,ราชวิถี,6,0,6
ซังฮี้,สามเสน,6,0,6
ณ ระนอง,ณ ระนอง,6,0,3
ณ ระนอง,พระรามที่ 3,6,0,3
ณ ระนอง,รัชดาภิเษก,6,0,3
ณ ระนอง,สุนทรโกษา,6,0,3
ดาวคะนอง,จอมทอง,9,3,9
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,9,3,9
ดินแดง,ดินแดง,0,0,3
ดินแดง,วิภาวดีรังสิต,0,0,3
ดินแดง,อโศกดินแดง,0,0,3
ด่วนกำแพงเพชร,กำแพงเพชร,0,0,3
ด่วนกำแพงเพชร,เจษฎา,0,0,3
ด่วนนางลิ้นจี่,นางลิ้นจี่,3,3,6
ด่วนนางลิ้นจี่,รัชดาภิเษก,3,3,6
ด่วนประชาชื่น,ประชาชื่น,0,3,3
ด่วนประชาชื่น,สายสิน,0,3,3
ด่วนสาธุ,รัชดาภิเษก,3,3,3
ด่วนสาธุ,สาธุประดิษฐ์,3,3,3
ด่วนสีลม,ขึ้น - ลงทางด่วนศรีรัช,3,0,0
ด่วนสีลม,สีลม,3,0,3
ด่วนสีลม,เลียบใต้ทางด่วน,3,0,3
ด่วนสุขุมวิท 62,ซอยสุขุมวิท 62,0,3,0
ด่วนสุขุมวิท 62,สุขุมวิท,0,3,5
ด่วนสุขุมวิท 62,สุขุมวิท 62,0,0,6
ด่วนสุขุมวิท62,ซอยสุขุมวิท 62,3,0,0
ด่วนสุขุมวิท62,สุขุมวิท,3,0,0
ด่วนเกษมราษฎร์,ทางขึ้น - ลงทางด่วน,3,0,0
ด่วนเกษมราษฎร์,ทางขึ้น-ลงทางด่วน,0,0,3
ด่วนเกษมราษฎร์,ทางขึ้นลงทางด่วน,0,3,3
ด่วนเกษมราษฎร์,เกษมราษฎร์,3,3,6
ด่วนเพลินจิต,ดวงพิทักษ์,3,3,3
ด่วนเพลินจิต,ถนนดวงพิทักษ์,0,0,3
ด่วนเพลินจิต,ถนนเพลินจิต,0,0,3
ด่วนเพลินจิต,ทางขึ้น - ลง ทางด่วน,3,0,0
ด่วนเพลินจิต,ทางขึ้น - ลงทางด่วน,0,3,0
ด่วนเพลินจิต,ทางขึ้น -ลงทางด่วน,0,0,3
ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,0,0,6
ด่วนเพลินจิต,สุขุมวิท,3,3,3
ด่วนเพลินจิต,เพลินจิต,3,3,6
ตรงข้ามพระตำหนักจิตรลดารโหฐาน,พระรามที่ 5,0,3,0
ตรงข้ามลานจอดรถ 2 ตลาดสะพานใหม่,พหลโยธิน,0,3,0
ตรงข้ามวัดชำนิหัตถการ,ซอยที่ 1,0,0,3
ตรงข้ามวัดชำนิหัตถการ,ซอยที่ 2,0,0,3
ตรงข้ามวัดชำนิหัตถการ,พระรามที่ 1,0,0,3
ตรอกจันทน์,จันทน์,3,3,3
ตรอกจันทน์,ทางเข้าคอนโด,0,0,3
ตรอกจันทน์,ทางเข้าคอนโดฯ,3,0,0
ตรอกจันทน์,เจริญกรุง,3,3,3
ตรอกจันทร์,จันทน์,0,3,3
ตรอกจันทร์,ทางเข้าคอนโดฯ,0,3,3
ตรอกจันทร์,เจริญกรุง,0,3,3
ตลาด อตก.,กำแพงเพชร,3,0,0
ตลาด อตก.,กำแพงเพชร 2,3,0,0
ตลาดคู้,คู้ตลองสิบ,0,3,0
ตลาดคู้,มิตรไมตรี,0,3,0
ตลาดคู้,เลียบวารี,0,3,0
ตลาดพลู,รัชดาภิเษก,6,3,0
ตลาดพลู,เทอดไท,6,3,0
ตลาดวงศกร,ทางเข้าออกตลาดวงศกร,0,0,6
ตลาดวงศกร,สายไหม,0,0,6
ตลาดวงศกร,เฉลิมพงษ์,0,0,6
ตลาดเกรียงไกร,เคหะร่มเกล้า (EB),0,0,3
ตลาดเกรียงไกร,เคหะร่มเกล้า (SB),0,0,3
ตลาดเกรียงไกร,เคหะร่มเกล้า 31,0,0,3
ตลาดเกรียงไกร,เคหะร่มเกล้า 33,0,0,3
ตากสิน,กรุงธนบุรี,6,3,3
ตากสิน,ราชพฤกษ์,6,3,3
ตากสิน,สมเด็จพระเจ้าตากสิน,6,3,3
ตากสิน 37,สมเดจ็พระเจ้าตากสิน,0,3,0
ตากสิน 37,สมเด็จพระเจ้าตากสิน,0,0,3
ตากสิน 42,สมเด็จพระเจ้าตากสิน,0,0,3
ตีทอง - ราชบพิธ,ตีทอง,0,3,0
ตีทอง - ราชบพิธ,ราชบพิธ,0,3,0
ตีทอง - ลงท่า - หน้าวัง,ตีทอง,0,3,0
ตีทอง - ลงท่า - หน้าวัง,หน้าวัง,0,3,0
ตีทอง - สระสรง,ซอยสระสรง,0,3,0
ตีทอง - สระสรง,ตีทอง,0,3,0
ตึกชัย,ประดิพัทธ์,3,0,0
ตึกชัย,พระรามที่ 6,0,3,6
ตึกชัย,พระรามที่6,0,6,0
ตึกชัย,พหลโยธิน,3,0,0
ตึกชัย,ราชวิถี,0,9,6
ตึกชัย,สุทธิสาร,3,0,0
ต่างระดับหลวงแพ่งตะวันตก,ทางขึ้นมอเตอร์เวย์,0,0,3
ต่างระดับหลวงแพ่งตะวันตก,หลวงแพ่ง,0,0,3
ถนนดินสอ ระหว่าง อ.ประชาธิปไตย - ถนนมหรรณ,ดินสอ,0,0,3
ถนนดินสอ ระหว่างถนนมหรรณพ - เสาชิงช้า,ดินสอ,0,0,3
ถนนตก,ถนนตก,0,3,0
ถนนตก,พระรามที่ 3,6,6,6
ถนนตก,เจริญกรุง,6,6,6
ถนนตะนาว ระหว่างมหรรณพ-สี่กั๊กเสาชิงช้า,ตะนาว,0,0,3
ถนนทวีวัฒนา - ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,3,0,0
ถนนทวีวัฒนา - ซอยศาลาธรรมสพน์,ทวีวัฒนา,3,0,0
ถนนนเรศตัดถนนสุรวงศ์,นเรศ,3,0,0
ถนนนเรศตัดถนนสุรวงศ์,สุรวงศ์,3,0,0
ถนนพุทธสาย 2- ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,3,0,0
ถนนพุทธสาย 2- ซอยศาลาธรรมสพน์,พุทธมณฑลสาย 2,3,0,0
ถนนพุทธสาย 3 - ซอยศาลาธรรมสพน์,ซอยศาลาธรรมสพน์,3,0,0
ถนนพุทธสาย 3 - ซอยศาลาธรรมสพน์,พุทธมณฑลสาย 3,3,0,0
ถนนมหรรณพ ระหว่างมหรรณพ-สี่กั๊กเสาชิงช้า,มหรรณพ,0,0,3
ถนนราชบพิธ ระหว่างถนนตีทอง - ถนนเฟื่องนคร,ราชบพิธ,0,0,3
ถนนสำราญราษฎร์ ระหว่างถนนมหาไชย - ถนนศิริพงษ์,สำราญราษฎร์,0,0,3
ถนนเทพรักษ์ - สุขาภิบาล 5,เทพรักษ์,3,0,0
ถาวรธวัช,ถาวรธวัช,0,3,0
ถาวรธวัช,พัฒนาการ,0,3,0
ททัยมิตร -นิมิตรใหม่,ซอยวัดสุขใจ,3,0,0
ททัยมิตร -นิมิตรใหม่,นิมิตรใหม่,3,0,0
ททัยมิตร -นิมิตรใหม่,หทัยมิตร,3,0,0
ทน้ากรมแผนทีทหาร,กัลยาณไมตรี,3,0,0
ทวีวัฒนา - ทวีวัฒนา 9,ทวีวัฒนา,0,0,3
ทวีวัฒนา - ทวีวัฒนา 9,ทวีวัฒนา 9,0,0,3
ทวีวัฒนา - อักษะ,ทวีวัฒนา,0,3,0
ทวีวัฒนา - อักษะ,อักษะ,0,3,0
ทหาร - ซ.อาคารสงเคราะห์กองทัพบก,ซ.อาคารสงเคราะห์กองทัพบก,0,3,0
ทหาร - ซ.อาคารสงเคราะห์กองทัพบก,ทหาร,0,3,0
ทองหล่อ,ซอยสุขุมวิท 55,3,0,0
ทองหล่อ,ซอยสุขุมวิท 55 (ทองหล่อ),3,0,0
ทองหล่อ,สุขุมวิท,6,3,12
ทองหล่อ,สุขุมวิท 55,0,0,12
ทองหล่อ,สุขุมวิท 55 (ทองหล่อ),0,3,0
ทองหล่อ 10,ซอยทองหล่อ 10,3,0,0
ทองหล่อ 10,ซอยทองหล่อ 11,3,0,0
ทองหล่อ 10,ทองหล่อ,3,0,3
ทองหล่อ 10,ทองหล่อ 10,0,0,3
ทองหล่อ 10,ทองหล่อ 11,0,0,3
