intersection_key,road_key,time_key,ก่อนโควิด,โควิด,หลังโควิด
คลองสาน,สมเด็จเจ้าพระยา,09:00-16:00,3,1,1
คลองสาน,สมเด็จเจ้าพระยา,16:00-19:00,3,1,1
คลองสาน,เจริญนคร,07:00-09:00,3,1,4
คลองสาน,เจริญนคร,09:00-16:00,3,1,1
คลองสาน,เจริญนคร,16:00-19:00,3,1,1
คลองเตย,พระรามที่ 4,07:00-09:00,2,1,4
คลองเตย,พระรามที่ 4,09:00-16:00,2,1,1
คลองเตย,สุนทรโกษา,07:00-09:00,2,1,4
คลองเตย,สุนทรโกษา,09:00-16:00,2,1,1
คอกวัว,ตะนาว,07:00-09:00,2,1,2
คอกวัว,ตะนาว,09:00-16:00,2,1,1
คอกวัว,ตะนาว,16:00-19:00,2,1,1
คอกวัว,ราชดำเนินกลาง,07:00-09:00,2,1,2
คอกวัว,ราชดำเนินกลาง,09:00-16:00,2,1,1
คอกวัว,ราชดำเนินกลาง,16:00-19:00,2,1,1
จอมทอง,จอมทอง,07:00-09:00,1,1,3
จอมทอง,จอมทอง,09:00-16:00,1,1,1
จอมทอง,จอมทอง,16:00-19:00,1,1,1
จอมทอง,วุฒากาศ,07:00-09:00,1,1,3
จอมทอง,วุฒากาศ,09:00-16:00,1,1,1
จอมทอง,วุฒากาศ,16:00-19:00,1,1,1
จักรพรรดิพงษ์,จักรพรรดิพงษ์,07:00-09:00,2,1,3
จักรพรรดิพงษ์,จักรพรรดิพงษ์,09:00-16:00,2,1,1
จักรพรรดิพงษ์,จักรพรรดิพงษ์,16:00-19:00,2,1,1
จักรพรรดิพงษ์,นครสวรรค์,07:00-09:00,2,1,3
จักรพรรดิพงษ์,นครสวรรค์,09:00-16:00,2,1,1
จักรพรรดิพงษ์,นครสวรรค์,16:00-19:00,2,1,1
จันทน์ - นราธิวาส,จันทน์,07:00-09:00,1,2,3
จันทน์ - นราธิวาส,จันทน์,09:00-16:00,1,2,1
จันทน์ - นราธิวาส,จันทน์,16:00-19:00,1,2,1
จันทน์ - เจริญราษฎร์,จันทน์,07:00-09:00,2,1,3
จันทน์ - เจริญราษฎร์,เจริญราษฎร์,07:00-09:00,1,1,3
ดาวคะนอง,จอมทอง,07:00-09:00,3,1,3
ดาวคะนอง,จอมทอง,09:00-16:00,3,1,1
ดาวคะนอง,จอมทอง,16:00-19:00,3,1,1
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,07:00-09:00,3,1,3
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,09:00-16:00,3,1,1
ดาวคะนอง,สมเด็จพระเจ้าตากสิน,16:00-19:00,3,1,1
ด่วนนางลิ้นจี่,นางลิ้นจี่,07:00-09:00,1,1,2
ด่วนนางลิ้นจี่,รัชดาภิเษก,07:00-09:00,1,1,2
ด่วนสาธุ,รัชดาภิเษก,07:00-09:00,1,1,1
ด่วนสาธุ,สาธุประดิษฐ์,07:00-09:00,1,1,1
